product_id,vendor_id,market_date,customer_id,quantity,cost_to_customer_per_qty,transaction_time
1,7,03-07-19,14,0.99,6.99,17:32:00
1,7,03-07-19,14,2.18,6.99,18:23:00
1,7,03-07-19,15,1.53,6.99,18:41:00
1,7,03-07-19,16,2.02,6.99,18:18:00
1,7,03-07-19,22,0.66,6.99,17:34:00
1,7,06-07-19,4,0.27,6.99,12:20:00
1,7,06-07-19,12,3.6,6.99,9:33:00
1,7,06-07-19,14,3.04,6.99,13:05:00
1,7,06-07-19,23,1.49,6.99,12:26:00
1,7,06-07-19,23,2.56,6.99,12:46:00
1,7,10-07-19,3,2.48,6.99,18:40:00
1,7,10-07-19,4,2.13,6.99,18:06:00
1,7,10-07-19,8,2.71,6.99,18:35:00
1,7,10-07-19,23,3.61,6.99,18:56:00
1,7,13-07-19,2,4.24,6.99,9:02:00
1,7,13-07-19,5,0.71,6.99,13:43:00
1,7,13-07-19,10,2.34,6.99,10:21:00
1,7,13-07-19,10,2.28,6.99,10:29:00
1,7,13-07-19,24,0.65,6.99,12:52:00
1,7,17-07-19,4,3.03,6.99,18:44:00
1,7,17-07-19,5,4.11,6.99,16:30:00
1,7,20-07-19,1,2.09,6.99,12:48:00
1,7,20-07-19,1,4.93,6.99,13:00:00
1,7,20-07-19,15,0.02,6.99,12:04:00
1,7,20-07-19,21,2,6.99,11:33:00
1,7,24-07-19,14,0.39,6.99,17:16:00
1,7,24-07-19,19,2.74,6.99,17:30:00
1,7,27-07-19,13,1.15,6.99,9:08:00
1,7,27-07-19,17,1.55,6.99,13:58:00
1,7,27-07-19,24,3.04,6.99,9:37:00
1,7,31-07-19,3,2.64,6.99,18:36:00
1,7,31-07-19,8,3.83,6.99,18:34:00
1,7,31-07-19,19,3.69,6.99,18:11:00
1,7,31-07-19,22,1.07,6.99,18:04:00
1,7,03-08-19,4,0.08,6.99,12:12:00
1,7,03-08-19,13,0.05,6.99,13:37:00
1,7,03-08-19,13,2.36,6.99,13:46:00
1,7,07-08-19,13,0.31,6.99,18:38:00
1,7,07-08-19,24,4.65,6.99,18:30:00
1,7,10-08-19,2,0.32,6.99,8:26:00
1,7,10-08-19,2,1.29,6.99,9:29:00
1,7,10-08-19,12,4.09,6.99,8:39:00
1,7,10-08-19,23,4.57,6.99,13:20:00
1,7,10-08-19,23,0.46,6.99,13:39:00
1,7,14-08-19,5,2.35,6.99,17:32:00
1,7,14-08-19,8,3.57,6.99,18:04:00
1,7,14-08-19,11,1.5,6.99,17:06:00
1,7,14-08-19,25,3.21,6.99,18:46:00
1,7,21-08-19,11,1.59,6.99,18:18:00
1,7,24-08-19,10,1.67,6.99,8:35:00
1,7,24-08-19,15,1.19,6.99,8:47:00
1,7,24-08-19,16,4.48,6.99,11:00:00
1,7,28-08-19,2,1.07,6.99,18:56:00
1,7,28-08-19,9,3.68,6.99,18:28:00
1,7,31-08-19,5,2.4,6.99,10:00:00
1,7,31-08-19,10,0.14,6.99,9:57:00
1,7,31-08-19,22,4.86,6.99,9:12:00
1,7,04-09-19,4,2.28,6.99,18:33:00
1,7,04-09-19,9,2.18,6.99,16:30:00
1,7,04-09-19,20,5.67,6.99,17:57:00
1,7,07-09-19,8,0.94,6.99,13:33:00
1,7,07-09-19,12,2.04,6.99,8:35:00
1,7,07-09-19,12,0.99,6.99,8:49:00
1,7,07-09-19,14,0.03,6.99,9:09:00
1,7,07-09-19,19,3.09,6.99,11:57:00
1,7,11-09-19,4,2.25,6.99,18:37:00
1,7,11-09-19,7,1.54,6.99,17:37:00
1,7,11-09-19,18,2.89,6.99,17:52:00
1,7,11-09-19,25,2.16,6.99,17:21:00
1,7,14-09-19,2,4.14,6.99,13:49:00
1,7,14-09-19,6,2.94,6.99,13:42:00
1,7,18-09-19,11,2.34,6.99,18:41:00
1,7,18-09-19,17,0.04,6.99,17:14:00
1,7,21-09-19,6,1.99,6.99,12:17:00
1,7,21-09-19,24,1.82,6.99,11:11:00
1,7,21-09-19,24,4.4,6.99,11:27:00
1,7,25-09-19,2,0.06,6.99,16:47:00
1,7,25-09-19,3,0.08,6.99,18:52:00
1,7,25-09-19,21,2.08,6.99,17:28:00
1,7,28-09-19,3,2.43,6.99,9:23:00
1,7,28-09-19,13,1.14,6.99,8:54:00
1,7,01-07-20,2,1.03,6.99,18:54:00
1,7,01-07-20,7,0.63,6.99,17:21:00
1,7,01-07-20,11,3.64,6.99,18:16:00
1,7,01-07-20,11,3.7,6.99,18:27:00
1,7,01-07-20,25,0.04,6.99,17:54:00
1,7,01-07-20,25,1.25,6.99,17:56:00
1,7,04-07-20,5,4.27,6.99,11:01:00
1,7,04-07-20,16,0.62,6.99,12:51:00
1,7,04-07-20,21,1.82,6.99,10:21:00
1,7,04-07-20,1,2.42,6.99,12:37:00
1,7,08-07-20,4,4.44,6.99,18:53:00
1,7,08-07-20,8,0.84,6.99,18:39:00
1,7,08-07-20,10,1.33,6.99,17:34:00
1,7,08-07-20,10,4.44,6.99,17:36:00
1,7,08-07-20,22,0.8,6.99,17:53:00
1,7,11-07-20,1,4.04,6.99,13:03:00
1,7,11-07-20,4,1.63,6.99,10:09:00
1,7,11-07-20,18,2.88,6.99,13:44:00
1,7,11-07-20,24,1.53,6.99,11:40:00
1,7,15-07-20,14,3.88,6.99,18:51:00
1,7,15-07-20,20,4.5,6.99,18:15:00
1,7,15-07-20,21,1.63,6.99,18:43:00
1,7,18-07-20,2,2.5,6.99,13:30:00
1,7,18-07-20,9,2.16,6.99,13:54:00
1,7,22-07-20,1,2.12,6.99,18:45:00
1,7,22-07-20,6,2.28,6.99,18:49:00
1,7,22-07-20,11,3.06,6.99,18:29:00
1,7,22-07-20,19,1.06,6.99,18:44:00
1,7,25-07-20,7,5.71,6.99,10:33:00
1,7,25-07-20,12,1.59,6.99,10:20:00
1,7,25-07-20,12,2.25,6.99,10:24:00
1,7,25-07-20,19,0.74,6.99,12:03:00
1,7,01-08-20,11,0.5,6.99,11:43:00
1,7,05-08-20,7,4.92,6.99,17:43:00
1,7,05-08-20,16,1.69,6.99,18:22:00
1,7,05-08-20,21,2.27,6.99,18:52:00
1,7,05-08-20,23,4.41,6.99,17:07:00
1,7,08-08-20,17,0.03,6.99,12:56:00
1,7,08-08-20,1,1.51,6.99,11:02:00
1,7,08-08-20,1,4.99,6.99,11:38:00
1,7,12-08-20,2,4.59,6.99,18:56:00
1,7,12-08-20,2,2.39,6.99,18:59:00
1,7,15-08-20,7,1.08,6.99,10:42:00
1,7,15-08-20,22,3.45,6.99,9:33:00
1,7,22-08-20,4,4.56,6.99,13:28:00
1,7,22-08-20,4,3.47,6.99,13:33:00
1,7,22-08-20,5,2.07,6.99,13:33:00
1,7,22-08-20,25,0.76,6.99,11:02:00
1,7,26-08-20,1,2.97,6.99,18:56:00
1,7,26-08-20,4,3.11,6.99,18:36:00
1,7,26-08-20,9,2.21,6.99,18:15:00
1,7,26-08-20,14,0.91,6.99,17:35:00
1,7,26-08-20,15,2.57,6.99,16:33:00
1,7,26-08-20,22,0.57,6.99,18:16:00
1,7,29-08-20,2,0.62,6.99,8:54:00
1,7,29-08-20,5,3.42,6.99,9:52:00
1,7,29-08-20,5,1.26,6.99,10:26:00
1,7,29-08-20,6,3.18,6.99,12:37:00
1,7,29-08-20,12,0.15,6.99,13:13:00
1,7,29-08-20,1,0.75,6.99,11:29:00
1,7,02-09-20,4,3.31,6.99,18:21:00
1,7,02-09-20,7,2.4,6.99,16:58:00
1,7,02-09-20,7,2.73,6.99,17:08:00
1,7,02-09-20,14,2.68,6.99,16:41:00
1,7,05-09-20,1,5.2,6.99,11:34:00
1,7,05-09-20,1,0.27,6.99,11:41:00
1,7,05-09-20,8,2.12,6.99,10:07:00
1,7,05-09-20,25,1.79,6.99,10:39:00
1,7,09-09-20,1,3.43,6.99,18:35:00
1,7,09-09-20,1,1.92,6.99,18:44:00
1,7,09-09-20,4,4.14,6.99,17:50:00
1,7,09-09-20,9,1.14,6.99,18:26:00
1,7,09-09-20,20,0.12,6.99,18:30:00
1,7,12-09-20,2,4.92,6.99,10:58:00
1,7,12-09-20,7,0.64,6.99,11:14:00
1,7,12-09-20,14,3.38,6.99,13:14:00
1,7,12-09-20,15,1.22,6.99,13:11:00
1,7,16-09-20,2,5.18,6.99,16:28:00
1,7,16-09-20,3,3.71,6.99,18:14:00
1,7,19-09-20,15,3.04,6.99,11:10:00
1,7,19-09-20,15,5.06,6.99,11:57:00
1,7,19-09-20,17,0.45,6.99,11:29:00
1,7,19-09-20,25,1.49,6.99,13:29:00
1,7,23-09-20,8,2.89,6.99,17:23:00
1,7,26-09-20,3,1.82,6.99,12:04:00
1,7,26-09-20,4,2.96,6.99,10:44:00
1,7,26-09-20,14,3.91,6.99,10:32:00
1,7,26-09-20,21,1.19,6.99,13:25:00
1,7,30-09-20,9,3.61,6.99,18:49:00
1,7,30-09-20,9,3.82,6.99,18:53:00
1,7,30-09-20,14,0.1,6.99,18:32:00
1,7,30-09-20,18,2.26,6.99,18:58:00
1,7,30-09-20,1,3.97,6.99,17:04:00
2,7,03-07-19,4,3.73,3.49,16:46:00
2,7,03-07-19,9,4.85,3.49,16:42:00
2,7,03-07-19,12,0.12,3.49,17:38:00
2,7,03-07-19,16,3.46,3.49,17:48:00
2,7,03-07-19,17,1.76,3.49,17:14:00
2,7,03-07-19,17,4.74,3.49,17:38:00
2,7,03-07-19,24,2.28,3.49,18:37:00
2,7,06-07-19,3,2.28,3.49,12:20:00
2,7,06-07-19,13,1.94,3.49,10:55:00
2,7,06-07-19,14,1,3.49,13:19:00
2,7,06-07-19,14,1.68,3.49,13:37:00
2,7,06-07-19,20,3.1,3.49,12:51:00
2,7,10-07-19,11,2.89,3.49,18:56:00
2,7,10-07-19,21,3.59,3.49,17:13:00
2,7,13-07-19,1,2.81,3.49,13:35:00
2,7,13-07-19,2,6.27,3,8:58:00
2,7,13-07-19,10,6.7,3,9:29:00
2,7,13-07-19,24,1.64,3.49,12:42:00
2,7,17-07-19,1,4.88,3.49,18:26:00
2,7,17-07-19,4,1.55,3.49,17:45:00
2,7,17-07-19,7,4.13,3.49,18:51:00
2,7,17-07-19,9,0.11,3.49,16:44:00
2,7,17-07-19,13,3.09,3.49,17:29:00
2,7,17-07-19,22,2.56,3.49,18:31:00
2,7,20-07-19,3,2.7,3.49,13:52:00
2,7,20-07-19,8,3.69,3.49,13:11:00
2,7,20-07-19,8,1.18,3.49,13:18:00
2,7,20-07-19,9,1.2,3.49,8:17:00
2,7,24-07-19,10,5.57,3.49,18:49:00
2,7,24-07-19,18,2.46,3.49,17:29:00
2,7,24-07-19,19,2.4,3.49,17:55:00
2,7,24-07-19,1,6.78,3.49,16:38:00
2,7,27-07-19,6,4.57,3.49,11:53:00
2,7,27-07-19,13,2.37,3.49,9:31:00
2,7,27-07-19,16,3.21,3.49,9:46:00
2,7,27-07-19,16,3.57,3.49,10:08:00
2,7,27-07-19,23,1.05,3.49,13:51:00
2,7,27-07-19,23,3.79,3.49,13:58:00
2,7,31-07-19,3,2.34,3.49,18:49:00
2,7,31-07-19,7,1.43,3.49,17:04:00
2,7,31-07-19,11,1.54,3.49,18:55:00
2,7,31-07-19,17,5.53,3.49,16:28:00
2,7,31-07-19,18,3.41,3.49,18:12:00
2,7,03-08-19,2,4.04,3.49,11:00:00
2,7,03-08-19,4,4.9,3.49,11:54:00
2,7,03-08-19,5,2.39,3.49,9:01:00
2,7,03-08-19,12,2.82,3.49,13:54:00
2,7,03-08-19,12,3.3,3.49,13:58:00
2,7,03-08-19,13,0.02,3.49,13:47:00
2,7,03-08-19,14,2.44,3.49,9:48:00
2,7,07-08-19,1,1.87,3.49,18:41:00
2,7,07-08-19,3,2.93,3.49,18:09:00
2,7,07-08-19,6,6.9,3.49,17:01:00
2,7,07-08-19,6,0.98,3.49,17:14:00
2,7,07-08-19,10,4.31,3.49,17:10:00
2,7,07-08-19,19,3.79,3.49,18:01:00
2,7,07-08-19,24,2.47,3.49,18:07:00
2,7,10-08-19,5,3.09,3.49,9:06:00
2,7,10-08-19,12,1.48,3.49,8:55:00
2,7,10-08-19,16,1.85,3.49,8:57:00
2,7,10-08-19,18,4.46,3.49,13:56:00
2,7,10-08-19,22,5.25,3.49,9:04:00
2,7,10-08-19,22,3.62,3.49,9:20:00
2,7,10-08-19,23,2.53,3.49,13:30:00
2,7,10-08-19,25,3.27,3.49,12:43:00
2,7,14-08-19,1,4.37,3.49,17:03:00
2,7,14-08-19,3,5.3,3.49,18:44:00
2,7,14-08-19,4,0.8,3.49,18:05:00
2,7,14-08-19,1,3.9,3.49,18:24:00
2,7,14-08-19,1,2.44,3.49,18:33:00
2,7,17-08-19,2,6.55,3.49,11:22:00
2,7,17-08-19,5,1.65,3.49,11:39:00
2,7,17-08-19,14,1.05,3.49,8:35:00
2,7,17-08-19,1,3.02,3.49,13:17:00
2,7,21-08-19,2,2.93,3.49,18:13:00
2,7,21-08-19,6,0.72,3.49,18:37:00
2,7,21-08-19,17,0.61,3.49,18:51:00
2,7,21-08-19,18,4.56,3.49,16:20:00
2,7,21-08-19,1,2.44,3.49,16:03:00
2,7,24-08-19,14,2.86,3.49,9:37:00
2,7,24-08-19,16,2.65,3.49,10:58:00
2,7,28-08-19,2,0.39,3.49,18:46:00
2,7,28-08-19,5,2.51,3.49,17:15:00
2,7,28-08-19,5,5.24,3.49,17:38:00
2,7,28-08-19,8,1.86,3.49,18:12:00
2,7,28-08-19,8,7.33,3.49,18:30:00
2,7,28-08-19,17,2.99,3.49,17:06:00
2,7,28-08-19,22,2.99,3.49,18:28:00
2,7,31-08-19,2,3.31,3.49,12:24:00
2,7,31-08-19,3,0.92,3.49,11:36:00
2,7,31-08-19,4,3.26,3.49,9:35:00
2,7,31-08-19,4,4.59,3.49,10:06:00
2,7,31-08-19,5,6.18,3.49,10:22:00
2,7,31-08-19,6,4.3,3.49,11:38:00
2,7,31-08-19,1,4.78,3.49,9:29:00
2,7,04-09-19,7,3,3.49,18:53:00
2,7,04-09-19,11,3.51,3.49,18:46:00
2,7,04-09-19,14,4.21,3.49,17:30:00
2,7,04-09-19,21,3.45,3.49,18:48:00
2,7,04-09-19,1,2.1,3.49,18:54:00
2,7,07-09-19,4,1.66,3.49,12:02:00
2,7,07-09-19,6,1.48,3.49,12:38:00
2,7,07-09-19,6,1.26,3.49,13:32:00
2,7,07-09-19,23,3.85,3.49,11:43:00
2,7,11-09-19,1,3.45,3.49,18:15:00
2,7,11-09-19,6,1.62,3.49,18:53:00
2,7,11-09-19,7,6.14,3.49,17:28:00
2,7,11-09-19,10,0.99,3.49,17:24:00
2,7,11-09-19,12,2.21,3.49,18:01:00
2,7,11-09-19,12,1.92,3.49,18:30:00
2,7,11-09-19,25,6.42,3.49,17:09:00
2,7,14-09-19,5,1.33,3.49,9:06:00
2,7,14-09-19,6,2.23,3.49,13:34:00
2,7,14-09-19,14,2.08,3.49,12:58:00
2,7,14-09-19,16,2.28,3.49,10:07:00
2,7,14-09-19,19,2.69,3.49,10:20:00
2,7,18-09-19,1,3.62,3.49,17:06:00
2,7,18-09-19,12,6.33,3.49,18:34:00
2,7,21-09-19,2,2.31,3.49,12:49:00
2,7,21-09-19,4,0.45,3.49,10:18:00
2,7,21-09-19,6,2.22,3.49,12:54:00
2,7,21-09-19,8,2.18,3.49,13:31:00
2,7,21-09-19,22,2.81,3.49,13:46:00
2,7,25-09-19,3,0.36,3.49,18:31:00
2,7,25-09-19,7,2.63,3.49,18:16:00
2,7,25-09-19,8,1.01,3.49,16:08:00
2,7,25-09-19,8,4.71,3.49,16:16:00
2,7,25-09-19,15,2.28,3.49,17:31:00
2,7,28-09-19,2,0.8,3.49,13:48:00
2,7,28-09-19,6,5.07,3.49,9:53:00
2,7,28-09-19,19,3.93,3.49,13:42:00
2,7,28-09-19,21,4.16,3.49,10:09:00
2,7,01-07-20,1,1.58,3.49,16:10:00
2,7,01-07-20,2,3.94,3.49,18:52:00
2,7,01-07-20,2,3.37,3.49,18:55:00
2,7,01-07-20,10,5.38,3.49,18:11:00
2,7,01-07-20,10,2.86,3.49,18:37:00
2,7,01-07-20,14,4.11,3.49,18:18:00
2,7,01-07-20,22,2.75,3.49,18:41:00
2,7,04-07-20,2,5.6,3,12:25:00
2,7,04-07-20,5,4.61,3.49,12:08:00
2,7,04-07-20,6,5.18,3,10:01:00
2,7,04-07-20,6,3.47,3.49,10:59:00
2,7,04-07-20,9,1.89,3.49,9:28:00
2,7,04-07-20,9,0.59,3.49,10:01:00
2,7,04-07-20,11,3.28,3.49,12:15:00
2,7,04-07-20,15,3.31,3.49,12:46:00
2,7,04-07-20,15,1.58,3.49,13:12:00
2,7,04-07-20,19,1.82,3.49,13:47:00
2,7,08-07-20,1,1.98,3.49,18:56:00
2,7,08-07-20,4,2.28,3.49,18:32:00
2,7,08-07-20,8,5.13,3.49,18:43:00
2,7,08-07-20,12,4.4,3.49,17:07:00
2,7,08-07-20,20,3.3,3.49,17:37:00
2,7,08-07-20,23,2.93,3.49,17:42:00
2,7,11-07-20,4,1.53,3.49,10:08:00
2,7,11-07-20,13,1.89,3.49,11:54:00
2,7,11-07-20,18,5.09,3.49,13:28:00
2,7,11-07-20,18,3.13,3.49,13:54:00
2,7,11-07-20,24,3.5,3.49,11:34:00
2,7,15-07-20,1,2.45,3.49,18:38:00
2,7,15-07-20,2,3.05,3.49,18:16:00
2,7,15-07-20,2,1.32,3.49,18:40:00
2,7,15-07-20,3,2.85,3.49,18:47:00
2,7,15-07-20,6,2.56,3.49,18:56:00
2,7,15-07-20,12,1.81,3.49,16:50:00
2,7,15-07-20,12,2.61,3.49,17:36:00
2,7,15-07-20,14,3.13,3.49,18:31:00
2,7,15-07-20,19,3.42,3.49,17:46:00
2,7,15-07-20,21,5.02,3.49,18:52:00
2,7,18-07-20,4,1.39,3.49,12:14:00
2,7,18-07-20,6,1.25,3.49,9:35:00
2,7,18-07-20,9,3.1,3.49,13:57:00
2,7,18-07-20,18,5.59,3.49,9:04:00
2,7,18-07-20,19,4.67,3.49,8:57:00
2,7,18-07-20,20,2.12,3.49,12:18:00
2,7,18-07-20,20,6.64,3.49,13:00:00
2,7,22-07-20,7,4.38,3.49,17:57:00
2,7,22-07-20,9,2.31,3.49,18:21:00
2,7,22-07-20,10,3.38,3.49,16:24:00
2,7,22-07-20,11,3.14,3.49,18:44:00
2,7,22-07-20,12,4.33,3.49,16:25:00
2,7,22-07-20,12,1.95,3.49,16:26:00
2,7,22-07-20,18,2.85,3.49,18:00:00
2,7,22-07-20,25,5.15,3.49,18:55:00
2,7,25-07-20,14,3.87,3.49,13:37:00
2,7,25-07-20,14,1.38,3.49,13:54:00
2,7,29-07-20,1,3.88,3.49,18:52:00
2,7,29-07-20,4,3.35,3.49,18:27:00
2,7,29-07-20,5,3,3.49,18:43:00
2,7,29-07-20,6,2.38,3.49,18:41:00
2,7,29-07-20,10,4.2,3.49,18:52:00
2,7,29-07-20,15,2.59,3.49,16:39:00
2,7,29-07-20,1,3.08,3.49,18:38:00
2,7,29-07-20,1,3.64,3.49,18:46:00
2,7,01-08-20,1,1.79,3.49,10:18:00
2,7,01-08-20,3,4.87,3.49,12:38:00
2,7,01-08-20,5,3.26,3.49,9:18:00
2,7,01-08-20,11,2.27,3.49,12:01:00
2,7,01-08-20,15,6.04,3.49,9:52:00
2,7,05-08-20,8,2.84,3.49,16:43:00
2,7,05-08-20,12,1.47,3.49,18:11:00
2,7,05-08-20,12,0.22,3.49,18:26:00
2,7,05-08-20,1,1.42,3.49,18:50:00
2,7,05-08-20,1,2.74,3.49,18:51:00
2,7,08-08-20,5,4.53,3.49,11:31:00
2,7,08-08-20,5,5.2,3.49,12:06:00
2,7,08-08-20,7,3.53,3.49,8:23:00
2,7,08-08-20,9,0.18,3.49,10:32:00
2,7,08-08-20,12,4.91,3.49,9:45:00
2,7,08-08-20,12,3.18,3.49,10:26:00
2,7,12-08-20,4,3.06,3.49,18:59:00
2,7,12-08-20,7,3.05,3.49,17:25:00
2,7,12-08-20,13,1.25,3.49,16:16:00
2,7,12-08-20,13,3.96,3.49,16:39:00
2,7,12-08-20,16,3.53,3.49,17:53:00
2,7,12-08-20,23,1.78,3.49,18:53:00
2,7,15-08-20,7,2.77,3.49,9:40:00
2,7,15-08-20,8,3.85,3.49,9:36:00
2,7,15-08-20,10,1.91,3.49,12:13:00
2,7,15-08-20,18,4.74,3.49,13:37:00
2,7,15-08-20,19,2.43,3.49,12:36:00
2,7,15-08-20,19,3.01,3.49,13:04:00
2,7,19-08-20,11,6.34,3.49,16:47:00
2,7,19-08-20,12,2.47,3.49,18:16:00
2,7,19-08-20,13,2.37,3.49,18:50:00
2,7,19-08-20,15,2.83,3.49,16:49:00
2,7,19-08-20,24,3.16,3.49,18:43:00
2,7,22-08-20,2,2.88,3.49,10:03:00
2,7,22-08-20,5,3.75,3.49,13:46:00
2,7,22-08-20,5,4.99,3.49,13:58:00
2,7,22-08-20,6,3.48,3.49,9:39:00
2,7,22-08-20,17,8.05,3.49,13:27:00
2,7,26-08-20,1,1.03,3.49,18:49:00
2,7,26-08-20,5,3.68,3.49,18:20:00
2,7,26-08-20,9,2.13,3.49,18:21:00
2,7,26-08-20,13,3.3,3.49,16:55:00
2,7,26-08-20,15,0.31,3.49,17:27:00
2,7,26-08-20,19,5.26,3.49,18:05:00
2,7,29-08-20,4,1.82,3.49,13:32:00
2,7,29-08-20,6,1.04,3.49,13:18:00
2,7,29-08-20,10,2.14,3.49,13:29:00
2,7,29-08-20,21,2.16,3.49,8:54:00
2,7,29-08-20,21,3.54,3.49,8:55:00
2,7,02-09-20,4,4.75,3.49,18:15:00
2,7,02-09-20,7,4.83,3.49,16:51:00
2,7,02-09-20,23,1.28,3.49,18:15:00
2,7,02-09-20,23,1.86,3.49,18:54:00
2,7,02-09-20,1,4.31,3.49,17:30:00
2,7,02-09-20,1,2.57,3.49,18:17:00
2,7,05-09-20,4,3.41,3.49,13:49:00
2,7,05-09-20,5,2.23,3.49,13:57:00
2,7,05-09-20,6,0.82,3.49,11:42:00
2,7,05-09-20,8,1.85,3.49,9:26:00
2,7,05-09-20,12,6.31,3.49,9:39:00
2,7,05-09-20,25,4.86,3.49,11:32:00
2,7,05-09-20,1,4.24,3.49,13:54:00
2,7,09-09-20,5,2.15,3.49,17:29:00
2,7,09-09-20,6,4.57,3.49,18:45:00
2,7,09-09-20,12,3.62,3.49,16:45:00
2,7,09-09-20,15,1.78,3.49,18:49:00
2,7,09-09-20,15,4.21,3.49,18:52:00
2,7,09-09-20,20,0.31,3.49,18:32:00
2,7,09-09-20,22,2.77,3.49,18:45:00
2,7,12-09-20,4,4.22,3.49,12:47:00
2,7,12-09-20,15,5.01,3,12:47:00
2,7,12-09-20,15,0.72,3.49,13:16:00
2,7,12-09-20,20,4.25,3.49,11:16:00
2,7,16-09-20,2,4.43,3.49,16:39:00
2,7,16-09-20,3,2.98,3.49,18:29:00
2,7,16-09-20,10,3.22,3.49,18:26:00
2,7,16-09-20,11,3.67,3.49,18:40:00
2,7,16-09-20,14,3.26,3.49,16:48:00
2,7,16-09-20,19,2.42,3.49,18:53:00
2,7,19-09-20,3,2.06,3.49,13:50:00
2,7,19-09-20,5,4.45,3.49,11:31:00
2,7,19-09-20,5,3.36,3.49,11:54:00
2,7,19-09-20,6,3.07,3.49,12:30:00
2,7,19-09-20,10,5.16,3.49,9:57:00
2,7,19-09-20,11,1.13,3.49,13:06:00
2,7,19-09-20,11,2.1,3.49,13:13:00
2,7,19-09-20,15,3.88,3.49,11:24:00
2,7,19-09-20,1,3.37,3.49,12:13:00
2,7,23-09-20,5,2.33,3.49,17:21:00
2,7,23-09-20,6,2.01,3.49,16:41:00
2,7,23-09-20,6,2.8,3.49,17:35:00
2,7,26-09-20,4,2.73,3.49,10:42:00
2,7,26-09-20,5,2.13,3.49,10:21:00
2,7,26-09-20,5,2.64,3.49,11:02:00
